Emotion,Mood_Intensity,Sleep_Quality,Feedback,Age,Gender,Time_of_Day,Location,Weather,Activity,Frequency
Stressed,2,7,3,51,Male,Night,Work,Rainy,Relaxing,4.738079607
Stressed,2,3,1,30,Female,Morning,Home,Sunny,Relaxing,5.057992382
Sad,3,7,3,47,Male,Night,Work,Snowy,Working,5.638726083
Anxious,1,3,1,31,Female,Morning,Home,Snowy,Exercising,3.898712163
Relaxed,5,10,5,56,Male,Night,Outdoors,Cloudy,Exercising,6.524640812
Sad,3,7,5,25,Female,Night,Home,Snowy,Exercising,5.086086746
Happy,5,8,5,61,Male,Morning,Home,Rainy,Relaxing,6.793608255
Sad,1,4,1,45,Male,Night,Public Space,Cloudy,Working,4.719572214
Sad,1,6,1,19,Male,Afternoon,Public Space,Cloudy,Working,5.407707241
Relaxed,4,10,4,28,Male,Evening,Home,Sunny,Relaxing,5.802848384
Sad,5,4,2,60,Female,Afternoon,Work,Cloudy,Relaxing,5.330366202
Happy,2,1,5,26,Female,Morning,Home,Rainy,Exercising,6.241491407
Happy,2,1,1,57,Male,Evening,Work,Cloudy,Relaxing,6.219607957
Happy,1,10,1,44,Male,Morning,Outdoors,Sunny,Working,6.179318783
Anxious,2,9,1,57,Male,Evening,Public Space,Snowy,Working,4.273937255
Stressed,4,3,5,57,Male,Evening,Home,Cloudy,Socializing,5.214357684
Sad,3,5,4,21,Female,Afternoon,Work,Cloudy,Socializing,5.098978686
Anxious,3,4,5,33,Female,Night,Work,Rainy,Exercising,4.825028914
Stressed,5,4,3,43,Male,Evening,Work,Snowy,Exercising,5.119466218
Relaxed,3,4,2,24,Male,Evening,Public Space,Cloudy,Exercising,5.678065064
Happy,3,10,4,25,Male,Afternoon,Outdoors,Snowy,Relaxing,6.133354872
Relaxed,4,4,5,61,Male,Morning,Outdoors,Sunny,Relaxing,6.162008626
Stressed,5,9,1,64,Male,Afternoon,Work,Cloudy,Exercising,5.349675246
Stressed,5,6,4,29,Female,Night,Public Space,Snowy,Socializing,4.617471404
Relaxed,5,5,1,23,Female,Morning,Work,Sunny,Exercising,5.524508634
Stressed,3,7,5,48,Female,Evening,Work,Sunny,Exercising,5.314407011
Anxious,1,5,3,20,Male,Morning,Work,Snowy,Working,4.689966355
Sad,2,4,5,36,Female,Afternoon,Public Space,Rainy,Relaxing,5.685366466
Happy,1,5,3,61,Female,Morning,Public Space,Sunny,Working,6.431920733
Relaxed,5,8,1,22,Female,Evening,Outdoors,Snowy,Relaxing,6.431171649
Sad,4,9,3,38,Female,Night,Work,Sunny,Exercising,5.646477238
Sad,4,6,1,63,Female,Evening,Work,Rainy,Exercising,5.336275871
Stressed,3,1,3,40,Female,Evening,Home,Sunny,Relaxing,5.008246684
Sad,2,4,1,52,Female,Afternoon,Outdoors,Rainy,Socializing,4.88142782
Happy,2,4,5,30,Female,Night,Work,Cloudy,Socializing,6.796084401
Stressed,1,1,3,21,Male,Night,Public Space,Cloudy,Working,4.456053592
Anxious,5,6,3,28,Male,Afternoon,Public Space,Rainy,Working,4.884735142
Sad,3,10,3,59,Male,Evening,Public Space,Rainy,Exercising,5.082856144
Stressed,4,1,3,42,Female,Evening,Work,Sunny,Working,5.222008267
Sad,2,7,4,33,Male,Morning,Home,Cloudy,Socializing,5.251225105
Happy,1,4,3,55,Female,Night,Work,Rainy,Working,5.787949945
Anxious,3,10,2,53,Female,Afternoon,Outdoors,Cloudy,Relaxing,4.662046353
Sad,5,3,4,49,Female,Afternoon,Home,Sunny,Socializing,5.431517913
Sad,2,3,4,18,Male,Evening,Work,Sunny,Relaxing,5.594686834
Stressed,3,1,3,44,Male,Night,Home,Rainy,Exercising,4.25502706
Relaxed,2,1,3,45,Male,Night,Outdoors,Cloudy,Working,5.167789762
Relaxed,3,6,2,43,Female,Evening,Public Space,Snowy,Working,5.974176982
Anxious,4,1,3,25,Female,Morning,Outdoors,Cloudy,Working,4.259406745
Stressed,1,2,3,59,Female,Afternoon,Home,Cloudy,Exercising,4.966336629
Relaxed,5,1,5,45,Female,Morning,Public Space,Snowy,Relaxing,6.291533536
Happy,1,10,4,58,Male,Evening,Home,Rainy,Working,5.912550018
Sad,2,10,5,44,Male,Afternoon,Work,Snowy,Socializing,5.159512554
Happy,3,9,3,49,Female,Night,Public Space,Sunny,Exercising,6.181402677
Sad,4,6,5,35,Female,Afternoon,Public Space,Snowy,Exercising,5.17091583
Stressed,2,4,3,47,Female,Night,Outdoors,Sunny,Exercising,4.240734381
Stressed,5,4,1,29,Male,Night,Work,Rainy,Working,5.30465762
Sad,1,2,2,57,Female,Afternoon,Public Space,Snowy,Exercising,5.357094044
Happy,4,4,3,31,Male,Night,Public Space,Sunny,Socializing,6.30306815
Anxious,4,3,5,49,Female,Afternoon,Work,Sunny,Socializing,4.390629068
Anxious,1,6,2,61,Female,Night,Work,Sunny,Relaxing,3.754876357
Sad,3,3,3,50,Male,Afternoon,Work,Rainy,Relaxing,5.329453796
Sad,4,6,1,20,Female,Afternoon,Outdoors,Snowy,Working,5.141027767
Stressed,2,1,1,41,Female,Afternoon,Work,Sunny,Relaxing,4.794356183
Sad,1,6,5,42,Female,Night,Public Space,Cloudy,Working,5.652707515
Happy,4,4,2,38,Female,Morning,Outdoors,Rainy,Working,6.179845656
Relaxed,3,6,1,38,Male,Morning,Public Space,Snowy,Socializing,5.349427014
Relaxed,3,7,3,37,Male,Afternoon,Home,Snowy,Relaxing,6.10040196
Anxious,5,2,1,37,Female,Night,Work,Rainy,Exercising,4.256679482
Anxious,2,4,3,18,Male,Night,Work,Snowy,Relaxing,4.158268387
Stressed,3,2,5,49,Male,Afternoon,Outdoors,Sunny,Relaxing,4.387053371
Relaxed,4,4,3,23,Female,Afternoon,Work,Snowy,Relaxing,5.479686009
Sad,1,3,1,63,Male,Evening,Public Space,Snowy,Socializing,4.942201122
Anxious,1,9,5,28,Male,Morning,Work,Snowy,Working,4.652907248
Stressed,3,10,1,44,Female,Night,Outdoors,Snowy,Working,5.173523605
Happy,3,9,1,27,Male,Evening,Home,Rainy,Socializing,6.766592449
Anxious,1,7,3,51,Female,Night,Outdoors,Sunny,Working,4.633736925
Relaxed,5,9,2,63,Male,Afternoon,Home,Cloudy,Exercising,6.124547789
Happy,4,4,3,58,Female,Morning,Work,Snowy,Relaxing,6.185681733
Anxious,1,4,2,49,Male,Afternoon,Home,Sunny,Socializing,3.845299152
Sad,4,1,3,63,Male,Evening,Outdoors,Snowy,Working,5.14189015
Relaxed,4,7,3,52,Female,Evening,Home,Cloudy,Socializing,5.721075506
Anxious,3,1,1,50,Male,Night,Public Space,Snowy,Working,4.471651521
Stressed,2,2,3,52,Female,Evening,Public Space,Cloudy,Socializing,5.070988817
Anxious,3,3,3,59,Male,Afternoon,Work,Sunny,Working,4.158031136
Happy,5,3,3,19,Female,Morning,Home,Snowy,Socializing,6.78028606
Anxious,4,9,1,23,Female,Morning,Home,Sunny,Exercising,4.379727639
Stressed,5,3,2,56,Female,Evening,Outdoors,Sunny,Exercising,4.335660443
Happy,2,1,4,30,Female,Night,Public Space,Rainy,Working,6.632931254
Stressed,3,7,2,21,Male,Morning,Public Space,Sunny,Socializing,4.951296393
Relaxed,1,3,2,59,Male,Morning,Work,Snowy,Relaxing,5.444711047
Anxious,1,5,2,19,Female,Morning,Work,Sunny,Exercising,3.762664111
Sad,2,3,4,47,Male,Morning,Outdoors,Sunny,Socializing,5.248871834
Stressed,1,9,4,30,Female,Morning,Work,Snowy,Working,5.001235771
Happy,2,7,4,35,Male,Morning,Outdoors,Cloudy,Relaxing,6.315360293
Happy,5,1,1,51,Female,Afternoon,Public Space,Sunny,Working,6.120537347
Anxious,1,7,2,40,Female,Evening,Work,Cloudy,Working,3.947879841
Relaxed,4,1,4,53,Male,Evening,Home,Rainy,Working,5.326426826
Anxious,1,4,1,38,Female,Afternoon,Public Space,Snowy,Socializing,4.327888406
Happy,5,8,4,20,Male,Morning,Work,Sunny,Working,6.74126185
Stressed,2,7,4,52,Male,Afternoon,Outdoors,Sunny,Working,5.216118113
Stressed,5,7,1,25,Male,Morning,Outdoors,Cloudy,Working,4.706588363
Anxious,4,1,1,43,Male,Afternoon,Outdoors,Sunny,Exercising,3.971790209
Stressed,2,8,1,18,Female,Afternoon,Outdoors,Sunny,Socializing,4.887704202
Sad,4,6,2,19,Female,Evening,Outdoors,Sunny,Exercising,5.208782898
Anxious,1,9,1,45,Male,Afternoon,Home,Cloudy,Socializing,3.830353556
Happy,1,2,1,20,Female,Morning,Public Space,Snowy,Relaxing,5.671162221
Happy,4,7,3,55,Female,Morning,Outdoors,Snowy,Socializing,6.846673237
Sad,1,1,4,64,Male,Afternoon,Work,Sunny,Exercising,5.489587191
Sad,3,10,1,34,Male,Evening,Work,Sunny,Working,5.421804666
Happy,5,1,1,42,Female,Afternoon,Public Space,Sunny,Socializing,6.288487484
Happy,1,5,3,42,Female,Afternoon,Outdoors,Cloudy,Working,6.589042378
Anxious,4,7,3,55,Female,Night,Home,Cloudy,Working,4.31216662
Happy,3,9,3,21,Female,Evening,Public Space,Sunny,Working,6.508824784
Sad,4,2,4,21,Female,Night,Outdoors,Rainy,Working,4.988208829
Happy,2,1,3,58,Female,Afternoon,Public Space,Snowy,Relaxing,6.418427046
Happy,4,8,1,20,Female,Night,Work,Rainy,Working,6.369029816
Relaxed,4,7,2,31,Male,Evening,Work,Sunny,Relaxing,6.236170398
Happy,3,1,4,34,Female,Evening,Public Space,Sunny,Exercising,5.987202465
Sad,4,3,1,62,Female,Evening,Outdoors,Rainy,Working,5.613873839
Anxious,4,5,3,32,Female,Afternoon,Home,Rainy,Exercising,4.213324186
Anxious,3,7,2,48,Male,Morning,Home,Sunny,Socializing,4.083903114
Relaxed,3,6,2,24,Female,Morning,Outdoors,Snowy,Relaxing,5.388929653
Stressed,2,3,1,38,Male,Morning,Outdoors,Rainy,Relaxing,5.011650329
Relaxed,3,10,4,28,Female,Morning,Outdoors,Snowy,Socializing,5.952437365
Anxious,1,1,3,53,Female,Night,Work,Sunny,Socializing,3.807769843
Anxious,1,4,5,51,Female,Morning,Work,Cloudy,Exercising,4.506934448
Stressed,5,6,1,52,Female,Afternoon,Outdoors,Rainy,Working,5.050189272
Relaxed,1,5,3,45,Male,Afternoon,Outdoors,Sunny,Relaxing,5.679667294
Anxious,5,3,4,26,Female,Afternoon,Public Space,Cloudy,Exercising,4.770738323
Anxious,1,6,2,48,Female,Night,Home,Cloudy,Exercising,4.236519996
Stressed,1,1,1,44,Male,Morning,Home,Cloudy,Working,4.543874634
Anxious,2,3,3,27,Male,Night,Home,Rainy,Working,3.968009325
Anxious,4,5,1,27,Female,Morning,Outdoors,Cloudy,Socializing,4.496715394
Stressed,1,1,2,20,Male,Afternoon,Public Space,Sunny,Relaxing,5.040579309
Stressed,3,8,2,41,Male,Afternoon,Public Space,Sunny,Socializing,5.100170503
Anxious,2,1,1,24,Female,Night,Home,Cloudy,Relaxing,4.16019247
Stressed,5,1,3,45,Male,Morning,Outdoors,Snowy,Socializing,4.860698235
Happy,5,3,4,44,Female,Evening,Public Space,Sunny,Relaxing,6.667063856
Relaxed,5,3,4,43,Male,Morning,Outdoors,Snowy,Working,5.513938195
Sad,3,10,3,40,Male,Evening,Home,Sunny,Exercising,5.506216015
Sad,2,10,1,32,Male,Morning,Public Space,Rainy,Working,5.494818727
Sad,2,5,3,61,Male,Night,Home,Snowy,Exercising,5.379935399
Relaxed,5,7,3,64,Female,Morning,Public Space,Cloudy,Relaxing,5.515970812
Anxious,3,7,5,39,Female,Night,Public Space,Cloudy,Relaxing,4.459581927
Happy,5,5,4,38,Male,Afternoon,Public Space,Rainy,Socializing,6.211033097
Happy,3,4,2,43,Female,Afternoon,Work,Sunny,Exercising,6.348170844
Stressed,5,9,3,53,Female,Night,Outdoors,Snowy,Exercising,5.193481451
Anxious,3,7,2,60,Male,Evening,Work,Cloudy,Working,4.139437414
Stressed,3,9,3,61,Female,Afternoon,Public Space,Sunny,Socializing,4.536588469
Relaxed,1,9,1,45,Male,Evening,Home,Snowy,Socializing,5.734705342
Anxious,1,7,3,46,Female,Evening,Outdoors,Sunny,Working,4.537446783
Stressed,4,3,1,44,Female,Afternoon,Public Space,Rainy,Working,4.407050805
Anxious,2,6,1,30,Female,Evening,Outdoors,Cloudy,Exercising,4.616174821
Sad,3,3,4,20,Male,Morning,Public Space,Cloudy,Working,5.073596356
Stressed,3,10,2,42,Male,Night,Public Space,Rainy,Exercising,4.693291704
Sad,1,10,4,64,Male,Morning,Public Space,Snowy,Socializing,4.898852354
Relaxed,5,9,4,41,Male,Night,Public Space,Cloudy,Relaxing,6.120235916
Relaxed,3,4,2,29,Male,Afternoon,Outdoors,Rainy,Socializing,5.817951763
Happy,1,10,5,22,Male,Night,Home,Sunny,Relaxing,6.215672043
Happy,3,9,2,39,Female,Night,Public Space,Cloudy,Socializing,6.238324275
Stressed,3,6,1,40,Female,Morning,Outdoors,Snowy,Socializing,5.170633628
Stressed,1,10,3,34,Female,Evening,Public Space,Cloudy,Relaxing,5.075693908
Happy,2,6,4,29,Female,Afternoon,Public Space,Sunny,Working,6.843066093
Sad,3,4,5,39,Female,Evening,Home,Sunny,Relaxing,5.153030073
Stressed,2,8,2,50,Female,Evening,Home,Rainy,Working,5.046665338
Relaxed,3,6,2,45,Female,Night,Public Space,Cloudy,Exercising,5.455300284
Stressed,2,6,2,60,Female,Night,Home,Cloudy,Relaxing,4.935742997
Anxious,3,1,3,26,Female,Night,Public Space,Sunny,Relaxing,4.665309317
Happy,1,2,1,41,Female,Evening,Public Space,Sunny,Exercising,6.004766627
Relaxed,2,4,3,43,Female,Afternoon,Work,Rainy,Relaxing,5.929214372
Stressed,5,10,3,63,Female,Morning,Home,Cloudy,Working,5.404047377
Sad,1,9,4,31,Female,Afternoon,Home,Sunny,Socializing,5.894932416
Relaxed,3,1,5,29,Male,Afternoon,Public Space,Cloudy,Socializing,5.620263401
Happy,3,4,3,52,Male,Evening,Work,Rainy,Relaxing,5.923038899
Sad,2,7,3,31,Male,Evening,Home,Snowy,Exercising,5.395035026
Happy,3,10,1,31,Male,Evening,Outdoors,Sunny,Socializing,6.728767472
Stressed,5,6,1,43,Male,Evening,Work,Cloudy,Exercising,4.752075902
Stressed,4,1,1,23,Male,Night,Public Space,Snowy,Exercising,4.280777029
Relaxed,5,2,3,44,Female,Morning,Public Space,Snowy,Socializing,5.732362214
Sad,3,10,5,39,Male,Morning,Home,Rainy,Relaxing,5.318923724
Happy,1,3,1,37,Female,Morning,Outdoors,Rainy,Relaxing,6.35567989
Anxious,2,6,3,54,Male,Afternoon,Home,Cloudy,Socializing,4.713512964
Stressed,5,3,1,27,Male,Night,Home,Cloudy,Socializing,4.54964744
Stressed,4,7,3,19,Female,Afternoon,Work,Snowy,Socializing,4.778799142
Stressed,2,8,1,51,Male,Night,Work,Cloudy,Working,4.33329932
Happy,5,6,4,46,Female,Afternoon,Outdoors,Rainy,Relaxing,6.818416634
Anxious,4,4,3,24,Male,Afternoon,Home,Cloudy,Working,4.332139803
Happy,5,9,2,56,Male,Night,Work,Sunny,Relaxing,6.63315149
Anxious,3,2,1,19,Female,Afternoon,Home,Cloudy,Relaxing,4.258178674
Sad,4,9,3,56,Male,Morning,Work,Snowy,Exercising,5.315623219
Sad,1,9,4,55,Male,Morning,Outdoors,Snowy,Relaxing,5.462191802
Sad,3,9,2,39,Female,Morning,Work,Rainy,Relaxing,5.247104121
Stressed,2,3,3,51,Female,Afternoon,Outdoors,Snowy,Socializing,4.501759694
Happy,2,3,3,25,Male,Evening,Home,Rainy,Working,5.822478405
Happy,4,3,4,41,Male,Night,Public Space,Rainy,Working,6.343758229
Anxious,1,8,2,21,Male,Afternoon,Home,Sunny,Working,4.318835382
Anxious,3,2,3,52,Female,Afternoon,Outdoors,Snowy,Working,4.548282024
Sad,1,4,2,60,Male,Morning,Work,Sunny,Working,5.247056157
Happy,3,6,3,39,Female,Morning,Outdoors,Cloudy,Socializing,5.9867873
Stressed,5,3,1,51,Male,Morning,Outdoors,Cloudy,Working,4.816198811
Relaxed,2,3,1,42,Male,Evening,Public Space,Sunny,Relaxing,6.030630966
Anxious,3,3,2,57,Female,Morning,Work,Rainy,Working,4.43543067
Happy,2,9,2,43,Male,Afternoon,Home,Snowy,Working,6.217823733
Sad,3,7,1,28,Female,Afternoon,Outdoors,Sunny,Relaxing,5.434747415
Relaxed,5,10,5,35,Male,Morning,Public Space,Sunny,Working,6.396531477
Relaxed,1,2,2,58,Male,Morning,Outdoors,Rainy,Socializing,5.640215812
Relaxed,1,10,2,62,Male,Night,Home,Rainy,Socializing,6.235517013
Sad,2,6,5,37,Female,Evening,Public Space,Cloudy,Relaxing,5.220584046
Happy,4,6,3,41,Male,Afternoon,Outdoors,Snowy,Exercising,6.121086993
Stressed,3,9,1,42,Female,Evening,Outdoors,Rainy,Exercising,4.937446139
Happy,3,9,3,25,Female,Night,Outdoors,Sunny,Exercising,6.908070354
Happy,2,3,2,54,Female,Night,Public Space,Rainy,Socializing,6.235616048
Stressed,5,9,2,50,Female,Morning,Work,Rainy,Socializing,4.593440384
Relaxed,2,3,3,53,Male,Evening,Outdoors,Rainy,Working,5.535810221
Happy,1,10,3,54,Female,Night,Public Space,Sunny,Relaxing,6.217147134
Happy,1,5,5,50,Female,Night,Work,Rainy,Socializing,6.01694896
Anxious,2,7,2,35,Male,Night,Public Space,Sunny,Exercising,4.180868705
Relaxed,1,10,1,55,Female,Evening,Work,Cloudy,Relaxing,5.504248885
Stressed,3,1,2,34,Male,Afternoon,Home,Sunny,Working,5.007310276
Sad,5,7,5,38,Female,Morning,Outdoors,Snowy,Relaxing,5.563474847
Sad,3,2,3,28,Female,Evening,Outdoors,Snowy,Socializing,5.56195264
Happy,3,1,2,21,Female,Night,Home,Rainy,Relaxing,6.326467796
Relaxed,2,6,5,58,Male,Morning,Work,Rainy,Working,5.826882878
Happy,2,9,2,63,Female,Morning,Home,Sunny,Relaxing,6.677707945
Happy,5,6,4,57,Female,Night,Work,Rainy,Relaxing,6.3924288
Sad,4,8,5,44,Male,Afternoon,Work,Snowy,Socializing,5.686846586
Anxious,5,1,1,35,Male,Evening,Home,Rainy,Exercising,3.745683998
Relaxed,1,10,2,55,Male,Afternoon,Home,Sunny,Socializing,5.888539616
Stressed,5,8,3,57,Female,Night,Public Space,Sunny,Relaxing,4.930783699
Anxious,1,6,4,46,Female,Afternoon,Home,Cloudy,Socializing,4.17227226
Relaxed,4,2,2,44,Female,Morning,Home,Snowy,Relaxing,6.029252369
Relaxed,5,7,3,46,Female,Morning,Home,Cloudy,Relaxing,5.560388043
Happy,1,1,1,37,Female,Morning,Public Space,Sunny,Socializing,5.61045374
Anxious,3,9,1,49,Male,Night,Home,Cloudy,Exercising,4.373159582
Anxious,5,8,2,28,Female,Night,Public Space,Rainy,Socializing,4.166181692
Anxious,5,10,4,32,Male,Morning,Work,Cloudy,Socializing,4.360681703
Happy,3,4,5,35,Female,Night,Work,Cloudy,Socializing,6.757560769
Happy,1,5,5,28,Female,Evening,Outdoors,Sunny,Relaxing,6.087346164
Anxious,5,2,5,59,Male,Morning,Home,Cloudy,Socializing,4.279724067
Happy,1,9,3,46,Female,Night,Home,Rainy,Exercising,6.690889462
Sad,3,4,3,21,Female,Evening,Public Space,Snowy,Relaxing,5.718600642
Stressed,3,8,3,39,Female,Night,Work,Sunny,Exercising,5.040110459
Sad,4,6,3,32,Female,Morning,Work,Rainy,Socializing,5.460647945
Anxious,3,5,2,53,Male,Afternoon,Home,Rainy,Socializing,4.441565607
Anxious,1,9,1,23,Male,Afternoon,Outdoors,Cloudy,Socializing,4.533319491
Anxious,2,1,5,63,Male,Afternoon,Work,Snowy,Exercising,4.001390276
Anxious,5,9,2,44,Male,Afternoon,Public Space,Rainy,Relaxing,4.815972139
Happy,5,9,5,37,Female,Morning,Work,Cloudy,Relaxing,6.34992452
Stressed,3,3,3,18,Male,Afternoon,Outdoors,Rainy,Working,4.634522495
Anxious,1,2,3,45,Male,Night,Work,Rainy,Relaxing,3.801318204
Anxious,5,5,4,34,Female,Night,Public Space,Snowy,Working,4.793574244
Happy,2,7,5,43,Male,Night,Home,Sunny,Relaxing,6.476791834
Sad,4,1,4,37,Male,Evening,Home,Cloudy,Working,5.031300642
Anxious,3,8,1,50,Female,Morning,Work,Cloudy,Exercising,4.685300373
Stressed,5,10,3,25,Female,Afternoon,Work,Rainy,Exercising,4.967765354
Happy,1,10,4,31,Male,Evening,Public Space,Sunny,Exercising,6.535281767
Stressed,5,2,3,29,Female,Evening,Work,Cloudy,Socializing,5.285088672
Anxious,5,1,2,64,Female,Evening,Work,Cloudy,Relaxing,4.444890848
Sad,4,5,1,60,Female,Afternoon,Public Space,Cloudy,Relaxing,5.693637801
Stressed,5,1,5,18,Female,Evening,Home,Cloudy,Working,5.032195901
Happy,4,4,5,38,Female,Evening,Outdoors,Snowy,Working,6.610605933
Stressed,3,2,1,34,Female,Evening,Public Space,Sunny,Socializing,4.667874608
Relaxed,2,10,5,37,Female,Morning,Home,Sunny,Socializing,6.268773918
Stressed,3,5,3,28,Male,Night,Home,Sunny,Working,4.696644938
Stressed,1,7,3,60,Female,Morning,Work,Sunny,Exercising,4.989995
Sad,2,7,5,45,Male,Afternoon,Work,Snowy,Relaxing,4.971655278
Anxious,1,4,1,52,Male,Afternoon,Public Space,Cloudy,Relaxing,3.809619368
Relaxed,5,5,2,22,Female,Night,Home,Sunny,Socializing,5.4895838
Anxious,3,5,3,24,Female,Evening,Outdoors,Cloudy,Exercising,4.367522256
Sad,1,10,2,63,Female,Evening,Work,Rainy,Socializing,5.560518249
Stressed,5,5,4,51,Male,Afternoon,Outdoors,Cloudy,Socializing,4.618830832
Relaxed,1,5,1,64,Male,Evening,Outdoors,Sunny,Exercising,5.082391424
Relaxed,1,7,5,37,Female,Morning,Home,Rainy,Exercising,6.23142688
Stressed,1,3,4,26,Female,Night,Work,Sunny,Socializing,5.021706736
Stressed,3,9,4,44,Female,Morning,Public Space,Cloudy,Socializing,4.846046435
Sad,2,7,4,28,Male,Morning,Home,Snowy,Socializing,5.737914303
Relaxed,1,6,5,34,Female,Afternoon,Work,Snowy,Relaxing,5.531473569
Stressed,4,3,5,25,Female,Night,Public Space,Snowy,Working,5.033117423
Stressed,1,10,2,53,Male,Afternoon,Work,Rainy,Relaxing,4.947824785
Stressed,3,5,2,33,Female,Night,Home,Rainy,Working,4.780960954
Stressed,5,8,3,50,Female,Afternoon,Work,Rainy,Working,5.111534689
Stressed,2,3,5,26,Male,Night,Work,Rainy,Exercising,4.843458815
Happy,3,5,4,51,Male,Morning,Work,Cloudy,Socializing,6.218224546
Stressed,2,8,4,18,Female,Night,Public Space,Rainy,Working,5.092497329
Anxious,5,4,3,35,Male,Night,Outdoors,Cloudy,Relaxing,3.957859314
Happy,3,1,4,45,Female,Afternoon,Outdoors,Rainy,Exercising,6.579972972
Stressed,3,7,2,52,Female,Morning,Work,Cloudy,Exercising,4.452578592
Sad,5,10,1,62,Male,Night,Outdoors,Cloudy,Relaxing,5.735424536
Stressed,4,3,5,29,Female,Morning,Home,Sunny,Relaxing,5.031625493
Sad,2,1,4,59,Female,Night,Work,Sunny,Relaxing,4.925140177
Happy,1,9,3,53,Female,Morning,Public Space,Rainy,Exercising,6.326483232
Relaxed,2,8,4,34,Male,Afternoon,Public Space,Snowy,Exercising,6.026212845
Happy,3,4,5,50,Male,Afternoon,Work,Cloudy,Exercising,6.066091571
Stressed,4,3,4,35,Male,Night,Public Space,Rainy,Exercising,4.718326785
Anxious,3,6,5,52,Female,Evening,Work,Cloudy,Exercising,4.117338691
Sad,5,9,3,39,Male,Morning,Work,Sunny,Relaxing,5.5727075
Anxious,2,3,3,57,Female,Night,Home,Sunny,Exercising,4.284239036
Sad,1,4,5,25,Male,Afternoon,Work,Cloudy,Working,5.256060124
Happy,1,7,1,61,Female,Morning,Outdoors,Cloudy,Relaxing,5.786791338
Sad,3,2,3,55,Female,Morning,Home,Rainy,Socializing,5.198189331
Happy,5,4,5,29,Male,Evening,Public Space,Snowy,Working,6.389947383
Happy,2,4,3,42,Male,Morning,Outdoors,Rainy,Exercising,6.487697247
Stressed,2,4,1,19,Male,Evening,Home,Sunny,Relaxing,4.984357837
Anxious,4,4,3,60,Female,Evening,Public Space,Rainy,Socializing,4.231351026
Anxious,5,4,5,42,Female,Night,Public Space,Cloudy,Working,4.452963183
Stressed,4,7,4,40,Female,Afternoon,Work,Snowy,Relaxing,4.635990431
Anxious,3,7,5,56,Female,Evening,Home,Rainy,Exercising,4.13065657
Sad,3,7,5,31,Male,Night,Home,Sunny,Socializing,5.242939967
Relaxed,3,6,3,45,Male,Afternoon,Public Space,Sunny,Working,5.80058968
Happy,2,5,4,64,Male,Morning,Outdoors,Sunny,Exercising,6.682968959
Anxious,1,9,4,29,Male,Evening,Public Space,Rainy,Socializing,4.008653218
Sad,4,8,4,50,Male,Afternoon,Outdoors,Rainy,Relaxing,5.569278769
Happy,2,3,3,49,Female,Evening,Public Space,Snowy,Relaxing,5.767346353
Stressed,4,10,5,47,Female,Night,Work,Snowy,Working,5.323893477
Sad,1,4,2,56,Female,Evening,Public Space,Rainy,Socializing,5.214920988
Sad,4,10,4,52,Female,Morning,Outdoors,Rainy,Exercising,5.623995536
Anxious,1,8,1,36,Male,Evening,Home,Sunny,Working,4.185122465
Anxious,5,8,4,59,Male,Afternoon,Home,Rainy,Relaxing,4.563267556
Stressed,3,6,2,62,Female,Morning,Public Space,Snowy,Exercising,4.531610469
Sad,4,10,5,22,Male,Morning,Outdoors,Snowy,Relaxing,5.693995817
Sad,3,2,3,63,Male,Morning,Outdoors,Sunny,Relaxing,5.407616762
Relaxed,2,6,1,52,Female,Night,Public Space,Snowy,Socializing,5.31802176
Relaxed,1,6,2,36,Female,Night,Home,Cloudy,Exercising,6.081283226
Sad,4,9,2,37,Male,Afternoon,Home,Cloudy,Working,5.45819818
Sad,1,4,5,52,Male,Afternoon,Work,Snowy,Working,5.64692968
Sad,2,1,5,29,Female,Afternoon,Outdoors,Sunny,Socializing,5.38549409
Happy,3,7,5,24,Female,Morning,Public Space,Sunny,Socializing,6.868342499
Stressed,4,5,2,24,Female,Evening,Outdoors,Cloudy,Working,5.323454568
Relaxed,3,8,4,22,Female,Night,Home,Cloudy,Working,6.12714505
Sad,2,5,5,49,Male,Evening,Public Space,Snowy,Socializing,5.028415536
Sad,2,5,2,46,Female,Night,Public Space,Sunny,Exercising,5.639440508
Happy,5,7,5,48,Female,Night,Work,Snowy,Working,6.272530007
Happy,5,5,1,28,Male,Evening,Work,Cloudy,Working,6.348098834
Relaxed,4,5,3,28,Female,Morning,Public Space,Sunny,Relaxing,5.500050216
Happy,3,5,4,29,Male,Evening,Home,Cloudy,Relaxing,6.387696376
Sad,2,2,3,44,Female,Night,Outdoors,Snowy,Exercising,5.419278491
Relaxed,4,5,3,42,Female,Morning,Work,Rainy,Working,6.292345574
Sad,3,3,3,49,Male,Morning,Home,Rainy,Socializing,4.974932046
Anxious,3,8,4,34,Female,Morning,Work,Cloudy,Exercising,4.233219119
Relaxed,3,7,4,28,Female,Evening,Home,Snowy,Exercising,5.695583729
Stressed,4,1,3,36,Female,Evening,Public Space,Snowy,Relaxing,4.569223213
Anxious,2,3,2,42,Male,Evening,Home,Sunny,Relaxing,3.83897954
Sad,4,10,5,31,Female,Afternoon,Home,Sunny,Socializing,6.082813329
Stressed,3,1,4,51,Male,Evening,Work,Snowy,Socializing,4.755157112
Relaxed,5,9,5,25,Male,Evening,Public Space,Rainy,Exercising,5.900238098
Anxious,4,5,4,33,Female,Morning,Work,Cloudy,Working,4.812152126
